,from_node,to_node,time_spec_mean,time_spec_var,distance,edge_tt,edge_var
0,2,3,6.411203570685612,2.4240773880072397,25.49,4.21,0.932
1,14,15,13.114190035247203,1.4646140386085722,50.99,3.921,0.129
2,16,17,12.018726080977578,4.688146805901858,101.05,8.681,2.294
3,20,21,3.955064878020342,0.22838004317481997,3.7,0.949,0.013
4,24,25,4.558259685282841,1.2218571450939604,3.21,0.746,0.029
5,26,27,4.968174719743677,0.6983322544964913,22.81,4.721,0.596
6,38,39,5.523177715770302,1.0505215217719324,9.08,1.701,0.093
7,40,41,5.078934743418733,0.31301406271009224,41.93,8.356,0.827
8,42,43,6.93864289838208,2.3072434012410166,42.99,6.493,1.84
9,44,45,8.53803426959794,0.0005083289202152101,18.6,2.179,0.0
10,50,51,4.415914444568184,1.3501760670087144,23.07,5.586,1.89
11,60,61,3.0213296113330492,0.0,2.47,0.818,0.0
12,74,75,4.814959999999999,0.0,3.02,0.627,0.0
13,82,83,9.678824224411418,8.8851615692537,48.69,5.508,2.4
14,94,95,2.9633126432573222,16.496976360446016,13.91,13.513,41.395
15,98,99,15.646429575151902,2.1843117926790248,128.51,8.287,0.602
16,104,105,19.406584773404745,1.8282908439014542,22.63,1.172,0.007
17,106,107,15.765778592391415,1.6313689033854493,11.41,0.728,0.003
18,108,109,2.481588951753653,21.66361766065193,30.71,55.908,538.73
19,110,111,8.501945571192554,35.502094292896345,100.46,17.62,68.575
20,112,113,13.04755573738531,2.942299759356661,62.66,4.885,0.399
21,114,115,6.246472690184095,36.83069037507572,40.52,12.61,39.72
22,116,117,12.743396686117752,0.7374810133710644,9.82,0.774,0.003
23,118,119,11.443492811432755,0.9486043998880825,19.0,1.672,0.02
24,120,121,9.085448479816588,9.540155887868327,21.47,2.636,0.645
25,122,123,12.924273349657538,1.716895197978947,58.42,4.567,0.21
26,124,125,12.907326396116364,2.0026911633623863,31.48,2.468,0.072
27,126,127,12.944487793409943,1.9681737945873723,54.49,4.259,0.208
28,128,129,3.923925077911446,0.3470623766733887,66.07,17.217,6.39
29,142,143,4.322762599934644,0.6372253219369199,36.62,8.76,2.447
30,148,149,1.1811120234240344,7.671737807880781,13.2,72.636,686.874
31,150,151,9.194751272771287,2.1035307930533205,28.86,3.217,0.245
32,154,155,4.088996662245134,0.32180833862740726,17.94,4.472,0.37
33,160,161,15.95141274134361,29.197463623757894,80.97,5.659,2.957
34,162,163,18.323320074218394,23.235356469572558,250.33,14.607,12.917
35,186,187,5.4824468507574124,0.112839236510551,71.74,13.135,0.643
36,188,189,5.490356773464009,0.14295426628286195,165.88,30.356,4.329
37,200,201,20.876604589642866,5.895660830345506,159.67,7.752,0.791
38,202,203,8.210745246275538,0.6733770230906173,77.67,9.554,0.894
39,204,205,8.621991231355505,0.22626181153341243,45.69,5.315,0.085
40,206,207,4.492369291551114,27.559759739107324,56.26,29.626,214.177
41,208,209,3.8779934949174826,0.2532277887424737,146.58,38.434,24.057
42,218,219,3.9192146174104514,0.9876854323523598,9.27,2.517,0.36
43,224,225,7.818690188973752,3.544917083123484,36.69,4.965,1.277
44,228,229,5.933564378003759,0.27642545579516087,21.62,3.672,0.104
45,230,231,3.5745920634318615,0.43999872166601545,6.4,1.852,0.11
46,232,233,5.845468480699,2.86968181368666,30.91,5.732,2.348
47,260,261,1.6519481844650934,14.19414298422976,28.02,105.186,1496.442
48,264,265,0.4241188327178998,2.268649439171665,6.31,202.522,2791.746
49,266,267,1.992138740843394,0.14471297219782842,4.23,2.201,0.164
50,286,287,7.527364112866426,1.8736628674365587,72.84,9.997,3.096
51,296,297,11.509171960835442,6.012893855261812,123.9,11.254,5.261
52,298,299,7.32521929240074,0.0,11.25,1.536,0.0
