,index,from_node,to_node,source_edge_id,edge_tt,edge_var,distance
0,4,4,5,-101731827#0,2.6666666666666665,2.3333333333333335,1.56
1,7,6,7,-101731827#1,3.5,4.5,3.01
2,14,18,19,-103053747,11.0,0.0,41.6
3,25,36,37,-103053803,11.5,0.3333333333333333,41.75
4,29,38,39,-103396186,5.0,2.0,9.08
5,31,40,41,-103512657,16.0,0.0,41.93
6,34,42,43,-103512667#0,7.066666666666666,3.20952380952381,42.99
7,38,44,45,-103512667#2,4.333333333333333,0.2666666666666668,18.6
8,40,46,47,-103512672,37.0,0.0,160.59
9,43,48,49,-103671248,4.0,0.0,4.61
10,45,50,51,-103671254,5.0,0.0,23.07
11,49,52,53,-103671264,4.0,0.0,32.59
12,50,54,55,-103671267#0,21.0,2.0,94.21
13,51,56,57,-103671267#1,3.0,0.0,11.5
14,52,64,65,-103671267#13,2.0,0.0,3.26
15,55,68,69,-103671267#2,2.5,0.5,2.34
16,56,70,71,-103671267#3,4.0,0.0,4.07
17,59,72,73,-103671267#4,3.0,2.0,1.96
18,62,74,75,-103671267#5,4.0,0.0,3.02
19,64,76,77,-103671267#6,4.0,0.0,3.63
20,65,78,79,-103671267#7,3.0,0.0,6.15
21,69,84,85,-103678452,2.0,0.0,0.2
22,70,86,87,-103678458#0,1.0,0.0,0.2
23,73,88,89,-103678458#1,3.0,0.0,0.2
24,75,90,91,-103686129#1,83.0,0.0,177.86
25,78,92,93,-103687101,1.0,0.0,0.2
26,81,94,95,-103718186,73.0,0.0,13.91
27,83,96,97,-104010328,1.0,0.0,1.95
28,86,98,99,-1040258009,8.475,0.5634615384615386,128.51
29,89,100,101,-104236368#0,13.0,8.0,68.52
30,93,102,103,-104236369,0.9473684210526315,0.05263157894736841,3.18
31,97,104,105,-1042557946,1.8235294117647058,0.15441176470588233,22.63
32,101,106,107,-1042557947,1.2352941176470589,0.19117647058823523,11.41
33,105,108,109,-10425610#1,175.0,19381.5,30.71
34,109,110,111,-10425611#0,16.604166666666668,267.0953014184397,100.46
35,113,112,113,-10425611#1,6.7272727272727275,0.8076109936575051,62.66
36,116,114,115,-10427692#1,60.75,1981.5833333333333,40.52
37,119,116,117,-10427692#2,15.0,433.0,9.82
38,122,118,119,-10427692#3,3.0,0.0,19.0
39,126,120,121,-10427692#4,4.5,0.5,21.47
40,130,122,123,-10427692#5,5.5,4.5,58.42
41,134,124,125,-10427692#6,2.5,0.5,31.48
42,138,126,127,-10427692#7,6.5,0.5,54.49
43,144,138,139,-105467137,12.0,2.0,68.83
44,146,140,141,-105482066,7.0,0.0,42.85
45,147,142,143,-105540411,9.0,2.0,36.62
46,149,144,145,-10597452#0,13.0,0.0,144.65
47,150,146,147,-10597452#1,13.0,0.0,115.78
48,152,148,149,-10597454#1,2.75,0.25000000000000006,13.2
49,155,150,151,-10597454#2,4.75,0.24999999999999992,28.86
50,159,152,153,-10597455#0,1.0,0.0,0.2
51,161,154,155,-10597455#1,4.0,0.0,17.94
52,164,160,161,-107431496#0,5.666666666666667,2.2424242424242427,80.97
53,168,162,163,-107431496#1,16.77777777777778,1.1944444444444438,250.33
54,170,166,167,-108237964#0,1.0,0.0,3.79
55,176,176,177,-108239938,9.380952380952381,0.34761904761904766,71.63
56,178,180,181,-108240279#1,15.0,0.0,19.08
57,181,182,183,-108240279#2,14.333333333333334,9.333333333333332,19.19
58,185,190,191,-108310250,0.9333333333333333,0.2712643678160919,2.67
59,189,192,193,-108310251,1.3157894736842106,0.22807017543859662,7.88
60,192,194,195,-108310252,6.526315789473684,0.2631578947368421,38.67
61,196,196,197,-108310253,4.904761904761905,0.4904761904761904,9.98
62,200,200,201,-10941814,7.55,0.3657894736842105,159.67
63,203,202,203,-10941825,11.333333333333334,0.3333333333333335,77.67
64,205,204,205,-109483355,8.0,0.0,45.69
65,208,206,207,-11014139#1,33.666666666666664,461.2941176470589,56.26
66,212,210,211,-110750652,42.0,0.0,87.48
67,214,216,217,-112979062,6.5,0.5,29.17
68,217,224,225,-112979077,5.5,0.5,36.69
69,220,228,229,-112979094#0,6.5,4.5,21.62
70,222,230,231,-112979094#1,1.0,0.0,6.4
71,225,232,233,-112979110,7.5,0.5,30.91
72,229,238,239,-113796181#1,3.6666666666666665,1.3333333333333333,0.55
73,231,240,241,-113796181#2,3.0,2.0,0.14
74,233,242,243,-113796181#3,2.0,0.0,2.26
75,238,252,253,-113796194#0,38.0,0.0,68.87
76,240,256,257,-113796197,5.0,0.0,21.4
77,246,264,265,-115082348,37.833333333333336,1140.5666666666666,6.31
78,248,266,267,-115082374#0,3.0,8.0,4.23
79,251,270,271,-115881035#1,18.0,0.0,26.52
80,252,272,273,-115881035#2,10.0,0.0,27.63
81,253,274,275,-115881035#3,21.0,0.0,26.7
82,254,276,277,-115881035#4,25.0,0.0,41.42
83,255,278,279,-115881035#5,2.0,0.0,0.37
84,256,280,281,-115881035#6,14.0,0.0,19.73
85,258,286,287,-115881041#0,12.0,0.0,72.84
86,275,332,333,-116765451#1,11.05,0.5763157894736847,133.91
87,279,334,335,-116765451#2,1.3,0.22105263157894733,4.02
88,284,340,341,-117560677,11.0,0.0,42.31
89,287,344,345,-118004624#1,41.0,0.0,82.16
90,290,346,347,-118004640#1,6.0,0.0,35.57
91,294,348,349,-118004640#1.47,31.0,0.0,8.82
92,298,350,351,-118004640#2,3.0,0.0,0.13
93,302,352,353,-118004640#4,2.0,0.0,2.5
94,305,354,355,-118004640#5,3.0,0.0,9.63
95,314,364,365,-118604350,3.0,0.0,13.51
96,317,370,371,-118604351#2,12.0,0.0,57.72
97,320,372,373,-118604351#3,2.0,0.0,2.56
98,323,374,375,-118604351#4,20.0,0.0,88.29
99,325,376,377,-118604352,3.0,0.0,12.72
100,327,384,385,-118604356,5.0,0.0,14.21
101,354,430,431,-118607487#0,2.0,1.0,1.99
102,358,432,433,-118607487#1,11.0,1.0,124.22
103,362,434,435,-118607487#10,2.0,0.0,8.9
104,366,436,437,-118607487#11,2.5,0.5,10.15
105,370,438,439,-118607487#12,2.0,0.0,6.32
106,383,446,447,-118607487#2,1.3333333333333333,0.33333333333333337,7.63
107,387,448,449,-118607487#3,1.3333333333333333,0.3333333333333333,6.8
108,391,450,451,-118607487#4,1.3333333333333333,0.3333333333333333,5.94
109,395,452,453,-118607487#5,1.5,0.5,8.89
110,399,454,455,-118607487#6,1.5,0.5,8.38
111,403,456,457,-118607487#7,1.5,0.5,7.45
112,407,458,459,-118607487#8,1.0,0.0,8.78
113,411,460,461,-118607487#9,1.5,0.5,5.68
114,414,462,463,-118607492,26.0,0.0,106.27
115,419,478,479,-118619445#1,5.0,0.0,17.51
116,426,494,495,-11940927#0,3.4,0.3,54.03
117,430,496,497,-11940927#1,2.8,0.20000000000000004,48.35
118,434,498,499,-11940927#2,6.4,0.7999999999999999,126.35
119,438,500,501,-11940927#3,2.2,1.2000000000000002,20.69
120,442,502,503,-11940927#4,7.25,0.25,60.86
121,446,508,509,-119621360#0,3.0,3.0,0.2
122,448,510,511,-120033053,3.0,0.0,14.0
123,451,518,519,-120033067,17.0,18.0,68.43
124,455,532,533,-120033091#1,53.0,0.0,270.05
125,459,538,539,-120033098#3,6.0,0.0,19.91
126,464,544,545,-120033098#6,1.3333333333333333,0.33333333333333337,1.67
127,468,546,547,-120033098#7,2.0,0.0,0.2
128,471,548,549,-120033100#0,31.0,0.0,146.71
129,473,550,551,-120033100#1,3.0,0.0,0.2
130,475,552,553,-120033103,20.0,0.0,91.05
131,479,554,555,-120033104#0,9.5,12.5,22.08
132,482,556,557,-120033104#1,3.0,0.0,3.85
133,484,558,559,-120125554,9.5,0.5,36.12
