,from_node,to_node,time_spec_mean,time_spec_var,distance,edge_tt,edge_var
0,14,15,12.739726912341823,2.384751600470838,50.99,4.061,0.235
1,16,17,11.63655337865398,5.305828926576201,101.05,9.024,2.955
2,20,21,3.411814328710094,0.0,3.7,1.084,0.0
3,42,43,7.585377318287549,0.14866282543763634,42.99,5.682,0.083
4,62,63,4.95574747824499,0.0,3.1,0.626,0.0
5,80,81,3.338314481372404,1.0851706113150594,5.22,1.716,0.238
6,82,83,9.618825011276284,9.033275892913803,48.69,5.556,2.502
7,94,95,3.9410513243555187,26.303507247284916,13.91,9.507,21.097
8,98,99,15.92842930397146,1.7252889362292507,128.51,8.123,0.443
9,102,103,6.982198143538625,0.0,3.18,0.455,0.0
10,104,105,19.723651287273768,1.8861518922730558,22.63,1.153,0.006
11,106,107,16.082307267997734,1.8527249021703718,11.41,0.715,0.004
12,108,109,1.9403601326877749,16.10558336069659,30.71,83.53,1071.536
13,110,111,11.970237911964828,3.5009988582891016,100.46,8.598,1.721
14,112,113,11.944054694074447,1.7535777577486193,62.66,5.311,0.338
15,114,115,6.145550788195757,31.99526020248503,40.52,12.179,36.828
16,116,117,12.969292428975127,1.524136711331456,9.82,0.764,0.005
17,118,119,11.234784208880198,1.2941124076924733,19.0,1.709,0.029
18,120,121,9.09091874015496,8.647727466827678,21.47,2.609,0.584
19,122,123,12.634988229078935,1.7512749758226795,58.42,4.674,0.235
20,124,125,12.688797275605012,1.8763413116595382,31.48,2.51,0.072
21,126,127,12.646580229717443,1.8351862099920482,54.49,4.358,0.213
22,142,143,4.943254515027073,0.38977707447141735,36.62,7.526,0.875
23,144,145,11.451596600177977,0.8529687103797653,144.65,12.714,1.038
24,146,147,12.088090146511346,0.13983466175649717,115.78,9.587,0.088
25,148,149,12.175839235649422,0.0,13.2,1.084,0.0
26,150,151,8.15708418307014,3.844302262782641,28.86,3.742,0.723
27,154,155,4.355320314387729,0.22380467280578012,17.94,4.168,0.2
28,160,161,18.983616627020073,17.128771590335113,80.97,4.468,0.865
29,162,163,18.106198058469477,21.8741883368303,250.33,14.748,12.754
30,176,177,7.138634297882744,0.1423720946121699,71.63,10.062,0.281
31,182,183,2.6335795363920744,0.18810043821154107,19.19,7.484,1.44
