,from_node,to_node,edge_tt,edge_var,distance
0,14,15,3.98,0.501,50.99
1,16,17,8.171,1.576,101.05
2,22,23,1.083,0.0,0.28
3,38,39,1.85,0.0,9.08
4,42,43,4.912,0.247,42.99
5,44,45,3.07,0.208,18.6
6,82,83,5.423,0.0,48.69
7,94,95,3.84,13.893,13.91
8,98,99,8.868,2.535,128.51
9,104,105,1.061,0.082,22.63
10,108,109,13.788,121.346,30.71
11,110,111,10.262,31.667,100.46
12,112,113,5.624,0.026,62.66
13,114,115,8.342,57.812,40.52
14,116,117,1.011,0.012,9.82
15,118,119,1.301,0.144,19.0
16,120,121,2.893,0.049,21.47
17,122,123,4.268,1.134,58.42
18,124,125,2.525,0.384,31.48
19,126,127,4.197,0.67,54.49
20,150,151,3.173,0.0,28.86
21,156,157,4.088,0.0,25.74
22,160,161,3.889,0.594,80.97
23,162,163,12.788,0.653,250.33
24,178,179,2.157,0.0,5.18
25,180,181,7.939,0.0,19.08
26,182,183,7.834,0.0,19.19
27,200,201,7.83,1.121,159.67
28,202,203,10.385,0.0,77.67
29,206,207,11.077,51.599,56.26
30,228,229,3.983,0.0,21.62
31,232,233,5.241,0.0,30.91
32,264,265,9.413,156.958,6.31
33,266,267,1.863,0.0,4.23
34,286,287,10.255,0.069,72.84
35,300,301,13.775,1.502,102.96
36,302,303,2.657,1.258,19.16
37,304,305,3.059,0.157,20.18
38,306,307,4.786,1.578,36.83
39,310,311,1.031,0.003,9.19
40,312,313,5.932,0.006,46.08
41,332,333,10.777,4.488,133.91
42,334,335,1.018,0.006,4.02
43,360,361,2.975,0.0,41.81
44,362,363,2.003,0.0,21.87
45,366,367,1.006,0.0,5.16
46,368,369,7.409,0.0,31.8
47,370,371,11.442,0.0,57.72
48,374,375,16.115,0.0,88.29
49,392,393,3.121,0.0,12.57
50,400,401,17.897,0.0,87.72
51,402,403,11.513,0.0,170.52
52,404,405,20.102,0.0,281.09
53,406,407,34.259,0.0,416.58
54,408,409,15.789,0.0,182.01
55,430,431,1.024,0.0,1.99
56,432,433,9.252,0.135,124.22
57,434,435,1.131,0.0,8.9
58,442,443,1.118,0.0,9.02
59,446,447,1.056,0.0,7.63
60,448,449,1.01,0.0,6.8
61,452,453,1.123,0.0,8.89
62,462,463,16.551,14.845,106.27
63,466,467,72.481,984.376,460.6
64,468,469,23.403,0.0,115.47
65,494,495,3.473,0.084,54.03
66,496,497,2.42,0.838,48.35
67,498,499,5.012,0.455,126.35
68,502,503,4.54,0.0,60.86
69,506,507,212.964,4023.452,1088.11
70,508,509,1.085,0.021,0.2
71,554,555,4.381,0.043,22.08
72,568,569,13.092,0.527,111.17
73,570,571,20.753,12.387,95.94
74,592,593,7.098,1.385,157.69
75,596,597,3.333,0.191,43.68
76,628,629,6.149,0.955,85.11
77,630,631,1.747,0.217,10.81
78,632,633,1.021,0.022,3.75
79,634,635,42.797,0.0,196.59
80,636,637,76.062,0.0,327.35
81,638,639,126.318,534.579,689.29
82,644,645,21.736,0.0,114.83
83,648,649,40.494,38.39,180.04
84,654,655,19.663,0.0,94.66
85,656,657,22.639,5.126,102.28
86,658,659,22.468,5.245,105.41
87,660,661,3.437,0.44,17.58
88,664,665,10.815,3.076,50.36
89,666,667,7.125,1.349,110.74
90,686,687,40.0,0.0,207.14
91,726,727,51.42,135.774,252.87
92,728,729,18.464,13.628,85.98
93,738,739,7.016,0.735,99.76
94,740,741,1.935,0.059,25.29
95,742,743,20.872,253.178,39.07
96,748,749,16.58,31.188,186.97
97,750,751,4.893,1.037,62.58
98,774,775,1.121,0.0,3.53
99,780,781,1.096,0.0,3.67
100,788,789,1.037,0.002,9.07
101,812,813,6.54,0.0,28.88
102,860,861,7.978,0.0,34.94
103,868,869,1.201,0.328,8.57
104,870,871,8.455,1.861,67.04
105,872,873,2.967,0.179,22.1
106,874,875,1.374,0.246,9.37
107,876,877,8.81,1.449,69.18
108,880,881,3.704,0.53,47.81
109,918,919,1.666,0.0,6.09
110,938,939,1.027,0.0,1.19
111,1042,1043,1.06,0.0,3.68
112,1044,1045,1.637,0.222,7.49
113,1046,1047,1.978,0.002,8.13
114,1048,1049,1.362,0.306,17.09
115,1050,1051,1.202,0.06,17.3
116,1052,1053,3.058,0.534,35.82
117,1054,1055,2.39,0.296,29.69
118,1056,1057,5.598,34.035,22.2
119,1058,1059,1.12,0.26,5.71
120,1060,1061,21.592,7.298,120.76
121,1080,1081,14.582,7.313,80.24
122,1104,1105,1.021,0.003,3.45
123,1140,1141,1.073,0.001,3.66
124,1148,1149,1.104,0.0,0.83
125,1154,1155,1.031,0.0,0.5
126,1158,1159,1.041,0.055,1.58
127,1166,1167,9.441,3.671,45.02
128,1202,1203,22.063,0.0,108.53
129,1204,1205,35.544,5.239,75.27
130,1206,1207,1.013,0.002,0.78
131,1216,1217,3.752,0.571,50.47
132,1218,1219,11.854,130.884,29.15
133,1220,1221,2.204,0.268,31.44
134,1222,1223,5.115,0.762,65.62
135,1224,1225,3.662,0.417,39.29
136,1226,1227,1.928,0.168,4.29
137,1228,1229,59.004,32.456,142.94
138,1230,1231,69.669,129.92,143.4
139,1232,1233,1.795,0.28,2.95
140,1250,1251,1.098,0.0,1.56
141,1294,1295,6.955,7.751,33.71
142,1312,1313,3.559,0.0,11.86
143,1332,1333,5.578,1.064,24.86
144,1334,1335,12.432,1.12,56.25
145,1340,1341,18.318,0.041,94.12
146,1366,1367,4.426,0.016,22.87
147,1378,1379,7.437,1.075,37.64
148,1380,1381,4.597,0.031,21.45
149,1382,1383,12.539,0.402,62.93
150,1428,1429,16.457,6.968,216.65
151,1430,1431,11.471,2.304,139.44
152,1432,1433,5.773,0.902,70.26
153,1434,1435,4.576,0.781,61.02
154,1436,1437,4.777,0.681,61.49
155,1438,1439,3.977,0.648,51.93
156,1440,1441,3.467,0.434,45.48
157,1442,1443,1.005,0.009,3.88
158,1444,1445,1.174,0.168,16.04
159,1462,1463,118.24,0.0,262.11
160,1500,1501,6.522,0.609,154.58
161,1502,1503,2.226,0.122,50.04
162,1510,1511,2.414,0.262,10.13
163,1522,1523,8.985,0.0,40.22
164,1524,1525,2.215,0.0,13.91
165,1526,1527,1.985,0.063,25.81
166,1528,1529,1.536,0.283,15.45
167,1564,1565,21.63,0.0,90.67
168,1586,1587,2.474,0.272,14.24
169,1588,1589,4.12,1.293,44.45
170,1590,1591,3.773,0.789,43.15
171,1592,1593,6.178,0.093,87.25
172,1594,1595,9.016,0.0,76.85
173,1596,1597,6.703,0.0,54.44
174,1600,1601,4.069,0.424,54.16
175,1602,1603,8.237,0.805,104.49
176,1604,1605,2.796,16.126,7.84
177,1606,1607,7.969,1.688,96.18
