,from_node,to_node,general_mean,general_var,distance,edge_tt,edge_var
0,0,1,11.828719168107682,1.6504848228332272,43.86,3.752,0.162
1,2,3,6.9905722106423465,3.027178642154507,25.49,3.872,0.824
2,4,5,4.682427523843428,1.4468422022951148,1.56,0.355,0.007
3,6,7,2.698794529765872,2.4038244137599976,3.01,1.483,0.411
4,14,15,7.380501983853291,32.46559912577646,50.99,11.026,28.448
5,16,17,10.600718028961433,14.602053120634341,101.05,10.771,11.807
6,18,19,4.555327563215528,0.13041768629976197,41.6,9.19,0.524
7,20,21,4.531294112871871,1.9439315996970243,3.7,0.894,0.063
8,24,25,3.265895645761342,6.279398877743535,3.21,1.562,0.569
9,26,27,4.957364420031355,0.40008047391399804,22.81,4.676,0.345
10,28,29,4.745105149668962,0.13506255302067652,6.06,1.285,0.01
11,32,33,6.007579999999999,0.12464425347199976,0.2,0.033,0.0
12,34,35,3.713893896836676,1.4766392291763342,8.85,2.638,0.608
13,36,37,4.823852955443613,0.3683890607597755,41.75,8.792,1.186
14,38,39,6.109952266264088,0.7735136015707216,9.08,1.517,0.046
15,40,41,1.034500249838164,3.678075808518863,41.93,179.832,5646.093
16,42,43,1.0735122772405223,6.437818544731826,42.99,263.756,8958.712
17,44,45,2.1315468533891266,9.495292401773908,18.6,26.962,159.131
18,46,47,2.5898441867403355,6.601375080592103,160.59,123.036,3784.224
19,50,51,4.966295602223055,0.29076869979797015,23.07,4.7,0.254
20,52,53,0.0673493135595626,0.273256404756583,32.59,29635.011,14106081.098
21,54,55,4.862762308750879,0.24513460191712289,94.21,19.575,3.891
22,56,57,4.825952100515994,1.3390386519598318,11.5,2.52,0.326
23,58,59,3.794109396555617,0.2517527857163658,2.46,0.66,0.007
24,60,61,5.044850776936194,1.4400168903556596,2.47,0.517,0.014
25,68,69,4.45786495497825,0.0,2.34,0.525,0.0
26,72,73,3.950080077993575,1.6904441699486334,1.96,0.55,0.027
27,76,77,5.267496557358612,0.20628650403693255,3.63,0.694,0.004
28,78,79,4.131030339833207,0.0,6.15,1.489,0.0
29,82,83,0.03933943153382551,0.10334544344527695,48.69,83888.453,102295978.859
30,84,85,1.9503693293637427,7.607881041845551,0.2,0.308,0.021
31,90,91,2.0994302188443816,0.1875777470929979,177.86,88.324,305.444
32,92,93,2.8307392870189596,0.12768479858142054,0.2,0.072,0.0
33,94,95,0.6239168461152685,4.313051872761769,13.91,269.314,5507.216
34,98,99,14.909476013983777,6.72287040772463,128.51,8.88,2.247
35,100,101,7.2255193648437475,2.0711993049710498,68.52,9.859,3.568
36,102,103,7.581546290335465,0.9190735093009869,3.18,0.426,0.003
