,from_node,to_node,edge_tt,edge_var,distance
0,0,1,4.0,0.364,43.86
1,6,7,1.154,0.308,3.01
2,8,9,3.0,0.0,20.95
3,12,13,18.333,21.333,126.31
4,14,15,32.88,6909.01,50.99
5,16,17,20.988,1625.458,101.05
6,34,35,1.6,0.3,8.85
7,36,37,10.0,0.0,41.75
8,38,39,1.778,0.194,9.08
9,40,41,9.333,5.333,41.93
10,42,43,5.58,0.614,42.99
11,44,45,3.347,1.272,18.6
12,46,47,37.857,119.143,160.59
13,54,55,17.5,0.5,94.21
14,56,57,2.0,0.0,11.5
15,66,67,17.0,0.0,94.31
16,90,91,66.333,25.333,177.86
17,94,95,48.826,3232.606,13.91
18,98,99,8.162,1.215,128.51
19,100,101,9.889,1.111,68.52
20,104,105,1.129,0.113,22.63
21,108,109,34.178,4621.465,30.71
22,110,111,11.65,33.606,100.46
23,112,113,4.98,0.388,62.66
24,114,115,39.147,733.145,40.52
25,116,117,1.568,17.34,9.82
26,118,119,1.79,11.292,19.0
27,120,121,3.225,0.875,21.47
28,122,123,5.23,2.553,58.42
29,124,125,2.515,0.271,31.48
30,126,127,4.288,0.37,54.49
31,128,129,12.667,1.333,66.07
32,134,135,23.333,6.333,112.05
33,136,137,5.714,0.571,28.17
34,138,139,9.875,1.839,68.83
35,142,143,11.5,24.944,36.62
36,146,147,10.6,4.3,115.78
37,148,149,13.435,221.621,13.2
38,150,151,4.346,47.515,28.86
39,154,155,3.8,0.7,17.94
40,156,157,5.0,0.0,25.74
41,160,161,4.633,0.697,80.97
42,162,163,13.888,1.572,250.33
43,172,173,7.5,4.5,90.82
44,174,175,7.5,0.5,85.57
45,176,177,9.476,1.662,71.63
46,178,179,2.8,0.2,5.18
47,180,181,9.091,2.091,19.08
48,182,183,8.525,1.42,19.19
49,184,185,21.0,6.857,101.6
50,186,187,14.0,0.0,71.74
51,188,189,32.25,0.917,165.88
52,192,193,1.111,0.111,7.88
53,194,195,5.583,0.811,38.67
54,196,197,1.476,0.262,9.98
55,200,201,7.735,0.711,159.67
56,202,203,10.311,2.085,77.67
57,204,205,6.667,0.333,45.69
58,206,207,21.771,314.965,56.26
59,208,209,28.708,5.694,146.58
60,212,213,4.714,0.238,23.59
61,216,217,6.0,0.0,29.17
62,218,219,2.0,0.0,9.27
63,224,225,5.775,1.102,36.69
64,226,227,18.692,4.231,90.42
65,228,229,4.49,0.588,21.62
66,230,231,1.05,0.05,6.4
67,232,233,6.868,12.334,30.91
68,238,239,8.143,73.81,0.55
69,240,241,3.5,9.0,0.14
70,244,245,7.0,0.0,31.47
71,246,247,6.0,1.0,34.85
72,250,251,4.0,0.0,21.65
73,254,255,3.0,0.0,11.68
74,256,257,6.286,12.905,21.4
75,260,261,19.922,160.194,28.02
76,262,263,44.333,42.333,97.68
77,264,265,19.511,804.712,6.31
78,266,267,2.071,0.217,4.23
79,268,269,10.0,1.0,25.01
80,270,271,11.857,1.476,26.52
81,274,275,12.5,1.667,26.7
82,276,277,20.2,0.7,41.42
83,280,281,8.875,0.696,19.73
84,286,287,10.786,0.489,72.84
85,296,297,11.0,0.333,123.9
86,298,299,1.5,0.3,11.25
87,300,301,13.0,1.6,102.96
88,302,303,2.571,0.286,19.16
89,304,305,2.4,0.3,20.18
90,306,307,5.0,0.667,36.83
91,310,311,2.0,0.0,9.19
92,312,313,5.833,0.567,46.08
93,316,317,10.0,0.0,69.25
94,318,319,3.0,0.0,19.18
95,322,323,14.0,0.0,112.56
96,328,329,17.0,0.0,113.24
97,332,333,10.816,2.743,133.91
98,336,337,6.951,352.282,2.04
99,338,339,53.714,100.905,268.44
100,340,341,9.4,4.3,42.31
101,342,343,11.0,0.0,48.7
102,344,345,39.889,9.281,82.16
103,346,347,4.556,0.278,35.57
104,348,349,1.5,0.273,8.82
105,354,355,1.75,0.25,9.63
106,356,357,10.333,0.333,48.05
107,358,359,10.667,2.333,48.47
108,360,361,3.353,0.243,41.81
109,362,363,1.875,0.117,21.87
110,364,365,3.0,0.0,13.51
111,368,369,6.0,0.0,31.8
112,370,371,12.0,0.0,57.72
113,374,375,16.857,1.143,88.29
114,376,377,2.5,0.5,12.72
115,378,379,2.2,0.2,12.65
116,382,383,3.667,0.333,15.08
117,384,385,2.0,0.0,14.21
118,386,387,3.0,0.667,12.97
119,388,389,2.0,0.0,12.61
120,396,397,2.5,0.333,12.03
121,398,399,2.0,0.0,12.15
122,402,403,12.938,6.596,170.52
123,404,405,22.188,7.896,281.09
124,406,407,32.812,14.829,416.58
125,408,409,15.125,2.65,182.01
126,410,411,10.2,1.7,116.33
127,416,417,63.0,0.0,299.99
128,418,419,26.0,0.0,125.95
129,422,423,4.0,0.5,18.85
130,424,425,20.25,4.25,98.71
131,426,427,4.4,0.8,19.27
132,432,433,9.486,0.963,124.22
133,434,435,1.13,0.119,8.9
134,436,437,1.056,0.056,10.15
135,458,459,1.053,0.053,8.78
136,462,463,23.0,12.0,106.27
137,466,467,98.0,43.0,460.6
138,468,469,22.0,0.0,115.47
139,470,471,21.0,0.0,111.76
140,478,479,4.167,0.167,17.51
141,480,481,66.75,54.023,327.89
142,484,485,5.333,0.333,24.38
143,486,487,7.0,0.0,33.14
144,494,495,3.726,0.915,54.03
145,496,497,2.324,0.24,48.35
146,498,499,6.114,0.564,126.35
147,500,501,1.352,0.442,20.69
148,502,503,5.189,0.177,60.86
149,506,507,225.348,433.055,1088.11
150,512,513,20.667,9.333,100.79
151,514,515,30.667,16.333,150.9
152,516,517,9.5,0.5,47.21
153,518,519,16.0,18.0,68.43
154,520,521,18.5,3.5,96.21
155,522,523,2.111,0.111,11.45
156,524,525,27.667,2.333,148.14
157,528,529,20.0,1.0,100.97
158,530,531,20.5,4.5,100.58
159,538,539,4.5,0.286,19.91
160,540,541,28.0,4.0,117.01
161,542,543,14.0,0.0,61.67
162,548,549,29.571,10.286,146.71
163,552,553,19.571,2.286,91.05
164,554,555,5.0,0.0,22.08
165,558,559,7.75,0.25,36.12
166,564,565,4.0,0.0,29.15
167,566,567,5.6,0.489,40.12
168,568,569,15.054,4.441,111.17
169,570,571,19.417,2.949,95.94
170,572,573,18.5,7.0,92.3
171,576,577,12.5,4.5,59.39
172,578,579,9.667,0.333,47.49
173,584,585,15.0,0.0,77.22
174,586,587,6.0,0.0,37.82
175,588,589,7.75,4.25,56.97
176,590,591,3.333,0.333,19.26
177,592,593,7.515,0.829,157.69
178,594,595,2.791,43.653,14.03
179,596,597,5.152,44.192,43.68
180,600,601,12.5,0.857,27.29
181,610,611,2.167,0.167,9.76
182,622,623,11.167,3.367,56.67
183,628,629,47.495,4047.027,85.11
184,630,631,4.903,386.909,10.81
185,632,633,7.575,722.723,3.75
186,634,635,43.667,61.101,196.59
187,636,637,65.944,175.467,327.35
188,638,639,151.771,618.326,689.29
189,640,641,25.353,19.118,117.06
190,642,643,20.346,4.635,100.7
191,644,645,25.353,25.243,114.83
192,648,649,36.941,12.178,180.04
193,650,651,23.615,4.423,115.13
194,654,655,19.762,5.49,94.66
195,656,657,27.306,175.962,102.28
196,658,659,23.514,12.137,105.41
197,660,661,4.311,12.059,17.58
198,664,665,10.0,0.5,50.36
199,666,667,7.082,0.769,110.74
200,668,669,2.0,0.0,10.52
201,674,675,4.667,1.067,21.77
202,676,677,7.0,1.0,29.18
203,682,683,11.0,0.0,55.99
204,684,685,8.0,0.0,36.48
205,686,687,39.5,7.833,207.14
206,688,689,13.5,0.5,68.83
207,720,721,3.667,8.333,12.01
208,722,723,179.586,253.894,866.53
209,724,725,42.0,31.0,343.44
210,726,727,51.377,95.062,252.87
211,728,729,18.272,5.81,85.98
212,730,731,4.0,22.0,0.2
213,732,733,151.536,752.776,764.24
