,from_node,to_node,general_mean,general_var,distance,edge_tt,edge_var
0,0,1,11.499225901016809,3.185704574336178,43.86,3.906,0.35
1,4,5,4.525247026338299,0.17981318962568452,1.56,0.348,0.001
2,6,7,3.138057761203611,0.896871012047329,3.01,1.047,0.084
3,8,9,4.6779934896515885,0.9280848037930002,20.95,4.668,0.851
4,12,13,5.17247351358508,0.1870829008322472,126.31,24.59,4.17
5,14,15,7.435726737201816,36.03405463722101,50.99,11.327,30.647
6,16,17,11.181753856556101,9.169377435830475,101.05,9.7,5.989
7,18,19,4.660240086367787,0.10391857045605063,41.6,8.969,0.381
8,20,21,3.6675269525683913,2.0628604502352497,3.7,1.164,0.156
9,24,25,4.115740652576799,0.5904874777869924,3.21,0.807,0.021
10,26,27,5.4466765028226325,0.5950093184261588,22.81,4.272,0.352
11,28,29,4.946281059762072,0.5975811159733001,6.06,1.255,0.037
12,32,33,5.928071999999999,0.033565368607999885,0.2,0.034,0.0
13,34,35,4.971170275207943,1.8878330437212067,8.85,1.916,0.242
14,36,37,4.870430766783192,0.7164845043263388,41.75,8.831,2.219
15,38,39,5.544871586177539,1.2850969580181002,9.08,1.706,0.112
16,40,41,0.5455863556574747,2.42287949621439,41.93,702.409,48075.913
17,42,43,7.520650815914113,0.7392278878107805,42.99,5.791,0.427
18,44,45,5.645352727279672,6.333264381347768,18.6,3.949,2.157
19,46,47,4.376163671745636,0.36262334890709197,160.59,37.391,25.499
20,50,51,3.5942640577666882,4.776456611995758,23.07,8.792,15.232
21,52,53,0.17454850580277093,1.4289568277101854,32.59,8943.704,1635020.819
22,54,55,4.183333405608496,0.324989348609161,94.21,22.939,9.418
23,56,57,4.53687177410062,0.5018153435059994,11.5,2.597,0.157
24,60,61,5.423673984647273,0.0,2.47,0.455,0.0
25,62,63,4.017043592738113,1.0322498425965165,3.1,0.821,0.038
26,64,65,4.57929131099373,0.0,3.26,0.712,0.0
27,70,71,5.477871192975506,0.0,4.07,0.743,0.0
28,76,77,4.945252559575054,1.2682116837825814,3.63,0.772,0.028
29,78,79,5.149338165676031,0.08047451494646277,6.15,1.198,0.004
30,80,81,4.1064573248512,1.8711021299275254,5.22,1.412,0.179
31,82,83,0.15972327542122033,1.3888286748019032,48.69,16900.091,5058891.829
32,90,91,2.225291501233766,0.2423583283755004,177.86,83.838,312.656
33,92,93,2.6699263318169018,0.13153529074252795,0.2,0.076,0.0
34,94,95,0.6760501115220997,4.609001172127221,13.91,228.065,4269.19
35,98,99,15.474104946061026,2.729174641462243,128.51,8.399,0.786
36,100,101,7.125404275504431,0.8902429788790296,68.52,9.785,1.621
37,102,103,7.308871568972883,0.06067795318217548,3.18,0.436,0.0
38,104,105,19.13140255050572,2.92291651418112,22.63,1.192,0.011
39,106,107,16.10139454072054,2.1590942174137333,11.41,0.715,0.004
40,108,109,1.6328893519120518,10.401412820381058,30.71,92.174,1379.828
41,110,111,8.650906715914175,32.715151902641566,100.46,16.689,58.951
42,112,113,12.612258447992081,2.280047915763306,62.66,5.039,0.354
43,114,115,1.5699128187336582,11.136250094790649,40.52,142.433,3010.064
44,116,117,9.608593939171438,27.562321675928615,9.82,1.327,0.312
45,118,119,5.685136167687527,28.97112549298958,19.0,6.338,10.012
46,120,121,5.828269537387205,15.683979035809367,21.47,5.385,6.266
47,122,123,7.495746276710709,19.03978677073017,58.42,10.435,20.584
48,124,125,11.274355550308666,5.064222481055849,31.48,2.903,0.311
49,126,127,11.729334689225736,2.764456547530077,54.49,4.739,0.434
50,128,129,4.6310180502709,0.4240050576525587,66.07,14.549,4.024
51,130,131,4.804701952245443,0.17177637034117035,183.52,38.48,10.856
52,134,135,5.056611632521079,0.3668129571840875,112.05,22.477,7.044
53,136,137,4.539600583655898,1.971656610448152,28.17,6.799,3.684
54,138,139,7.088367683642197,1.2743955127496247,68.83,9.957,2.392
55,142,143,4.409671699656738,0.5591754783317441,36.62,8.543,1.983
56,144,145,12.67998191403579,4.083181956275905,144.65,11.697,3.305
57,146,147,13.296791647792706,0.4908347420194909,115.78,8.732,0.21
58,148,149,1.5858890408967852,13.07524052429181,13.2,51.595,360.169
59,150,151,8.419719306528233,2.7214657689045296,28.86,3.559,0.451
60,154,155,4.931512764716995,0.4435709730628297,17.94,3.704,0.241
