,from_node,to_node,edge_tt,edge_var,distance
0,0,1,4.352,1.968,43.86
1,2,3,3.503,0.0,25.49
2,6,7,1.01,0.064,3.01
3,8,9,3.949,1.521,20.95
4,10,11,3.368,2.092,60.57
5,12,13,30.328,39.009,126.31
6,14,15,26.665,6192.573,50.99
7,16,17,28.193,3970.682,101.05
8,18,19,13.464,0.0,41.6
9,20,21,1.102,0.196,3.7
10,28,29,1.34,0.112,6.06
11,36,37,10.154,3.418,41.75
12,38,39,1.96,0.579,9.08
13,40,41,27.389,682.511,41.93
14,42,43,49.204,7441.906,42.99
15,44,45,23.556,2991.283,18.6
16,46,47,34.259,7.515,160.59
17,50,51,5.097,2.628,23.07
18,52,53,4.1,0.0,32.59
19,54,55,20.613,56.62,94.21
20,56,57,1.734,0.523,11.5
21,58,59,1.089,0.117,2.46
22,62,63,1.446,0.0,3.1
23,66,67,21.092,22.444,94.31
24,70,71,1.321,0.0,4.07
25,76,77,1.326,0.239,3.63
26,78,79,2.114,0.832,6.15
27,80,81,1.291,0.445,5.22
28,82,83,5.043,0.0,48.69
29,90,91,94.496,1033.639,177.86
30,92,93,1.028,0.088,0.2
31,94,95,15.42,1144.261,13.91
32,96,97,1.351,0.0,1.95
33,98,99,8.347,7.878,128.51
34,100,101,8.297,7.647,68.52
35,102,103,1.18,0.192,3.18
36,104,105,1.098,0.183,22.63
37,106,107,1.039,0.099,11.41
38,108,109,61.936,9047.284,30.71
39,110,111,15.408,166.258,100.46
40,112,113,5.045,2.759,62.66
41,114,115,29.637,1031.161,40.52
42,116,117,1.437,7.896,9.82
43,118,119,2.01,17.832,19.0
44,120,121,4.022,53.241,21.47
45,122,123,5.871,7.316,58.42
46,124,125,2.655,0.928,31.48
47,126,127,4.823,2.365,54.49
48,128,129,12.393,10.564,66.07
49,130,131,33.91,117.434,183.52
50,136,137,10.829,97.895,28.17
51,138,139,10.244,13.253,68.83
52,140,141,4.844,0.0,42.85
53,142,143,7.82,0.467,36.62
54,144,145,11.273,10.281,144.65
55,146,147,9.291,3.627,115.78
56,148,149,17.981,330.219,13.2
57,150,151,2.985,0.977,28.86
58,154,155,4.441,1.307,17.94
59,156,157,5.123,2.111,25.74
60,160,161,4.615,2.594,80.97
61,162,163,14.302,18.649,250.33
62,166,167,1.153,0.024,3.79
63,176,177,9.946,9.947,71.63
64,180,181,11.067,14.127,19.08
65,182,183,8.832,7.319,19.19
66,192,193,1.388,0.429,7.88
67,194,195,6.804,5.349,38.67
68,196,197,1.065,0.168,9.98
69,198,199,12.913,7.432,60.83
70,200,201,7.859,7.87,159.67
71,202,203,10.97,8.028,77.67
72,206,207,20.696,418.429,56.26
73,208,209,29.277,53.447,146.58
74,210,211,41.938,23.284,87.48
75,214,215,17.574,0.0,96.05
76,218,219,1.725,0.638,9.27
77,222,223,5.818,0.0,36.97
78,224,225,5.535,4.722,36.69
79,226,227,22.174,69.185,90.42
80,228,229,4.769,2.441,21.62
81,230,231,1.697,1.631,6.4
82,232,233,5.16,3.013,30.91
83,234,235,1.2,0.008,0.73
84,236,237,6.262,0.0,15.07
85,238,239,9.626,0.0,0.55
86,240,241,1.412,0.0,0.14
87,242,243,2.255,1.645,2.26
88,246,247,8.257,2.362,34.85
89,250,251,3.483,0.0,21.65
90,256,257,5.965,2.474,21.4
91,258,259,6.394,2.768,34.09
92,260,261,24.731,306.567,28.02
93,262,263,32.051,0.0,97.68
94,264,265,18.853,1572.273,6.31
95,266,267,1.981,0.846,4.23
96,270,271,14.284,0.262,26.52
97,272,273,13.772,30.895,27.63
98,274,275,14.046,22.549,26.7
99,276,277,15.235,24.755,41.42
100,280,281,7.597,7.305,19.73
101,282,283,17.219,77.828,35.59
102,286,287,17.313,0.0,72.84
103,288,289,2.742,1.856,21.26
104,290,291,11.663,0.0,108.36
105,292,293,4.061,0.0,26.21
106,294,295,9.012,8.873,68.01
107,296,297,11.527,9.884,123.9
108,298,299,1.914,1.656,11.25
109,300,301,12.029,18.889,102.96
110,302,303,2.564,0.404,19.16
111,304,305,3.064,1.464,20.18
112,306,307,4.647,3.138,36.83
113,308,309,1.073,0.117,4.27
114,310,311,1.248,0.13,9.19
115,312,313,6.264,12.049,46.08
116,314,315,22.894,50.628,125.77
117,316,317,5.946,0.0,69.25
118,318,319,4.196,1.847,19.18
119,322,323,11.465,30.767,112.56
120,326,327,21.742,131.652,132.96
121,328,329,26.102,0.0,113.24
122,332,333,12.779,30.504,133.91
123,334,335,1.006,0.106,4.02
124,336,337,24.299,2860.486,2.04
125,344,345,35.571,184.714,82.16
126,346,347,84.571,24684.796,35.57
127,348,349,33.521,4675.041,8.82
128,354,355,1.292,0.318,9.63
129,360,361,3.416,1.344,41.81
130,362,363,2.021,0.637,21.87
131,364,365,2.869,4.874,13.51
132,368,369,7.429,7.391,31.8
133,370,371,14.702,33.55,57.72
134,374,375,18.645,40.688,88.29
135,376,377,2.366,0.567,12.72
136,378,379,3.161,0.88,12.65
137,380,381,2.475,0.0,13.05
138,384,385,2.687,0.257,14.21
139,386,387,2.502,0.468,12.97
140,392,393,3.304,0.223,12.57
141,394,395,3.191,1.359,15.87
142,396,397,2.571,1.478,12.03
143,400,401,23.331,24.107,87.72
144,402,403,14.001,21.257,170.52
145,404,405,21.583,61.257,281.09
146,406,407,33.039,69.987,416.58
147,408,409,14.594,37.506,182.01
148,410,411,7.572,12.028,116.33
149,414,415,6.509,0.0,30.47
150,416,417,76.072,0.0,299.99
151,418,419,30.445,0.0,125.95
152,422,423,4.568,0.214,18.85
153,424,425,21.314,97.984,98.71
154,428,429,16.1,5.8,88.72
155,430,431,1.017,0.073,1.99
156,432,433,9.26,8.752,124.22
157,436,437,1.051,0.098,10.15
158,438,439,1.033,0.069,6.32
159,440,441,1.173,0.145,10.56
160,442,443,1.216,0.33,9.02
161,444,445,1.119,0.063,9.3
162,448,449,1.082,0.068,6.8
163,452,453,1.021,0.107,8.89
164,454,455,1.017,0.066,8.38
165,456,457,1.06,0.071,7.45
166,462,463,18.131,0.0,106.27
167,464,465,1.208,0.0,0.2
168,466,467,76.341,496.761,460.6
169,468,469,18.783,10.45,115.47
