,from_node,to_node,general_mean,general_var,distance,edge_tt,edge_var
0,14,15,13.009570992375659,2.8965412738314584,50.99,3.986,0.263
1,16,17,12.73927317309523,3.633571623179259,101.05,8.11,1.409
2,34,35,4.242608582002438,0.9612621191161494,8.85,2.197,0.232
3,42,43,7.227421093508929,0.17033237682521907,42.99,5.968,0.115
4,44,45,6.016914581155767,0.7019683921002929,18.6,3.151,0.185
5,54,55,4.9510842113065126,0.18068251097104485,94.21,19.168,2.669
6,56,57,4.869594550307904,0.2543649311819775,11.5,2.387,0.06
7,68,69,5.709563999999999,0.0,2.34,0.41,0.0
8,82,83,9.643950742216598,8.485387119067648,48.69,5.509,2.326
9,90,91,2.1968553705206286,0.17016994438996716,177.86,83.816,231.118
10,94,95,5.538556105888381,32.32457550138956,13.91,5.158,6.647
11,98,99,15.537547740214235,3.262714211446466,128.51,8.383,0.925
12,100,101,5.555214867583685,1.2255169979891918,68.52,12.824,6.042
13,102,103,8.405415871460757,0.0,3.18,0.378,0.0
14,104,105,19.08836348772356,2.954164172998297,22.63,1.195,0.011
15,106,107,16.092298562346333,3.646240904648027,11.41,0.719,0.007
16,108,109,3.2512685988666368,28.508299442611516,30.71,34.919,240.613
17,110,111,9.768208597096736,29.339953578661753,100.46,13.447,32.523
18,112,113,12.824033035790954,1.8304419475708624,62.66,4.941,0.266
19,114,115,5.548441766881218,36.694609500916506,40.52,16.008,63.571
20,116,117,13.414651319011881,1.4511527230140573,9.82,0.738,0.004
21,118,119,11.672219043222876,1.331584580215018,19.0,1.644,0.026
22,120,121,8.787836008750995,8.779088826031787,21.47,2.721,0.679
23,122,123,12.476003334800504,4.259705987048722,58.42,4.811,0.6
24,124,125,12.997223046578403,1.3268203639028262,31.48,2.441,0.046
25,126,127,12.944705163091987,1.5698155254447432,54.49,4.249,0.166
26,148,149,12.603749380142615,0.0,13.2,1.047,0.0
27,150,151,9.075923595741514,4.520240944490058,28.86,3.354,0.555
28,160,161,17.72720116731914,15.630399015311271,80.97,4.795,1.038
29,162,163,17.667559841625735,17.543441490744506,250.33,14.965,11.283
30,176,177,6.919771554928784,0.8368479524389825,71.63,10.532,1.873
31,184,185,3.683012599745402,0.13755379897440928,101.6,27.866,7.717
32,192,193,7.9125734806301296,0.0,7.88,0.996,0.0
33,194,195,7.577335641161374,0.09763966274972624,38.67,5.112,0.044
34,196,197,6.678427056559607,1.2578593144629135,9.98,1.537,0.063
35,200,201,20.592768899792976,5.499900405248644,159.67,7.854,0.78
36,202,203,7.0869101977034035,0.4408511598450142,77.67,11.056,1.054
37,206,207,4.099168687252421,31.479174793119707,56.26,39.437,352.89
38,208,209,4.508479081237834,0.1898354059451415,146.58,32.816,9.872
39,218,219,5.209726532352782,1.2158973340170824,9.27,1.859,0.142
40,222,223,4.887646888357996,0.2546126276299719,36.97,7.645,0.61
41,242,243,3.2003155083898456,0.0,2.26,0.706,0.0
42,254,255,5.2757892047176425,0.10605664711338701,11.68,2.222,0.019
43,260,261,1.5668938731807707,13.180693217295623,28.02,113.886,1716.786
44,264,265,0.5819923053001704,4.8348284367156955,6.31,165.602,1677.918
45,296,297,10.879602236558146,9.543601094498813,123.9,12.306,10.457
46,302,303,6.862090415093319,2.769535428238947,19.16,2.956,0.459
47,304,305,5.859431839550971,0.048848513838164055,20.18,3.449,0.017
48,306,307,6.242628464437448,0.07268516887128677,36.83,5.911,0.065
49,308,309,5.969205091669583,0.0,4.27,0.715,0.0
50,310,311,5.525627992847186,0.18219997766376883,9.19,1.673,0.017
51,316,317,7.759185532507748,5.0788675819103695,69.25,9.678,6.72
52,318,319,5.670353043775542,0.03727264944440512,19.18,3.386,0.013
53,322,323,5.917294160775872,0.35816163182133537,112.56,19.217,3.701
54,332,333,12.88152323546013,2.4249099680553146,133.91,10.547,1.579
55,334,335,13.261487830363334,2.307151327904478,4.02,0.307,0.001
56,336,337,12.069567660528142,4.305623441286766,2.04,0.174,0.001
57,368,369,5.104782360048712,0.07615559685899984,31.8,6.248,0.113
58,370,371,4.786407939119244,0.18452715460630573,57.72,12.156,1.171
59,374,375,4.977739021155213,0.10810981651136059,88.29,17.814,1.373
60,382,383,4.265566199017257,0.5529080966668013,15.08,3.643,0.38
61,386,387,4.269261075452593,2.2901099422801696,12.97,3.42,1.16
62,388,389,4.509226970191542,1.0256706417047,12.61,2.938,0.394
63,426,427,4.80264094647675,1.2557161490879845,19.27,4.231,0.876
64,494,495,18.168686264280606,23.975448501101557,54.03,3.19,0.642
65,496,497,21.020039160214537,9.239014340210485,48.35,2.348,0.111
66,498,499,18.691957694527908,15.717038117030508,126.35,7.064,2.055
67,500,501,10.468895367018986,23.887223090858843,20.69,2.407,0.851
68,502,503,9.834487738477216,8.304159798166351,60.86,6.72,3.288
69,506,507,4.379457322827413,0.14865469922451963,1088.11,250.383,478.457
70,554,555,6.036264919895246,0.161192391717897,22.08,3.674,0.059
71,562,563,6.2276766796997425,0.5462833589983352,92.59,15.077,3.113
72,568,569,7.235727373053938,0.6527416331551227,111.17,15.556,2.943
73,570,571,4.813718731424225,0.7504412587966054,95.94,20.576,12.865
74,592,593,21.902400535590182,3.273998794347881,157.69,7.249,0.354
75,628,629,12.433235968043382,4.688192505779574,85.11,7.053,1.421
76,630,631,8.292501031937855,7.650337145606733,10.81,1.449,0.189
77,632,633,12.226892406608087,7.488399049796091,3.75,0.322,0.005
78,638,639,4.756571138057537,0.4227054225220565,689.29,147.621,392.343
79,642,643,5.670558791702607,0.15101598320397278,100.7,17.842,1.481
80,648,649,5.3625623387187416,0.2452255170127487,180.04,33.86,9.612
81,656,657,4.604906891047356,0.6401382884920539,102.28,22.882,14.893
82,658,659,4.6581044511361815,0.7438542486602089,105.41,23.405,17.556
83,660,661,4.580634083663622,0.4077277637237352,17.58,3.912,0.286
84,664,665,5.454252307784316,0.5321553484760876,50.36,9.398,1.525
85,666,667,15.484140148192475,3.0824841188583174,110.74,7.244,0.658
86,686,687,4.900522204817425,0.2559667472419301,207.14,42.719,19.043
87,688,689,5.617876603348142,0.2049426859008714,68.83,12.332,0.975
88,722,723,5.905943856272316,0.15194727339961814,866.53,147.361,93.778
89,726,727,4.81983973574362,0.3632979118238565,252.87,53.285,43.045
90,728,729,4.859319463504711,0.37613605055725763,85.98,17.976,4.987
91,736,737,4.942094076843821,0.27564957275836777,156.67,32.059,11.342
92,738,739,13.238400582088206,9.552627040270671,99.76,7.946,3.095
93,740,741,11.771574777267595,2.9556490774362887,25.29,2.194,0.098
94,742,743,2.000346211972106,20.498163859437728,39.07,119.588,1954.254
95,748,749,13.021449387294501,9.8578715436646,186.97,15.193,11.986
96,750,751,13.705199826088682,2.0885440227435352,62.58,4.617,0.232
97,810,811,4.793710801798567,0.11111398643593881,28.87,6.052,0.175
98,820,821,4.704451971308667,0.20766366829846356,28.87,6.194,0.353
99,868,869,6.83408692004692,0.9934903907071669,8.57,1.281,0.033
100,870,871,6.988256842483876,0.7941065758613398,67.04,9.749,1.496
101,872,873,7.450957497239435,0.4712542965127674,22.1,2.991,0.075
102,874,875,6.918850861224288,0.8036405522308611,9.37,1.377,0.031
103,876,877,7.335563271774661,0.4760094315758017,69.18,9.514,0.787
104,880,881,13.366866432377792,2.000056851439977,47.81,3.617,0.143
105,902,903,4.491577730153016,0.1160735097847008,81.61,18.274,1.899
106,904,905,4.6109960052286185,0.1956857333082729,15.89,3.478,0.109
107,906,907,4.481469786246273,0.09043085984677632,117.26,26.283,3.083
108,926,927,5.205010109204889,0.16376738933711882,156.47,30.243,5.463
109,982,983,4.553907671424211,0.13186703981772788,81.42,17.993,2.033
110,984,985,4.683592438279775,0.09658190186314405,67.56,14.488,0.916
111,1008,1009,4.7349571581154235,0.0,0.78,0.165,0.0
112,1012,1013,4.08438953142885,0.0,1.93,0.473,0.0
113,1048,1049,14.059710012228607,1.8057101920657583,17.09,1.227,0.013
114,1050,1051,13.68889252419592,1.9530126596911186,17.3,1.277,0.017
115,1052,1053,13.513662731288532,1.6492607965016683,35.82,2.675,0.063
116,1054,1055,13.48981681780581,3.131864793596309,29.69,2.239,0.083
117,1056,1057,2.686854147268153,20.63695129921955,22.2,31.882,195.153
118,1058,1059,5.433093920463909,2.0681157326907864,5.71,1.125,0.077
119,1088,1089,5.141055964562535,0.16024996682241002,68.53,13.411,1.077
120,1096,1097,5.46756458214819,0.6513791527069643,74.2,13.867,4.013
121,1098,1099,6.152107586795842,0.379182272548678,80.27,13.178,1.706
122,1104,1105,4.739382712208189,0.41653969394177365,3.45,0.741,0.01
123,1118,1119,5.520524,0.0,3.43,0.621,0.0
124,1152,1153,5.028272097274453,0.0,1.22,0.243,0.0
125,1158,1159,4.786836248929367,0.0,1.58,0.33,0.0
126,1160,1161,5.817428,0.0,0.2,0.034,0.0
127,1166,1167,4.48183256349254,0.45865022734438793,45.02,10.274,2.304
128,1190,1191,5.432776798402486,0.18996966936939008,64.47,11.943,0.906
129,1196,1197,9.983281210218388,0.1155740521731826,134.96,13.534,0.212
130,1204,1205,2.15942338985273,0.1937495927452017,75.27,36.305,50.482
131,1206,1207,0.7543529999999999,2.276193794436,0.78,5.17,4.277
132,1208,1209,2.795197333333333,0.07121143546133334,0.2,0.072,0.0
133,1210,1211,5.642776323958374,0.5023476798169727,45.15,8.128,1.01
134,1216,1217,13.325997637168165,1.3185452771685409,50.47,3.815,0.107
135,1218,1219,2.1481216598786554,17.96368253330269,29.15,66.397,716.864
136,1220,1221,13.363335722115357,1.6481980740875655,31.44,2.374,0.051
137,1222,1223,12.928972174885764,1.6272070318171827,65.62,5.125,0.251
138,1224,1225,10.113780274953232,3.72410964947814,39.29,4.026,0.549
139,1238,1239,1.7861852340941555,0.6613295178878767,83.74,56.6,455.594
140,1240,1241,2.0798698639724758,0.18394968157532646,162.24,81.322,258.744
141,1246,1247,2.3611837496323616,0.14946090692472966,31.59,13.738,4.799
142,1248,1249,4.46392457472267,0.0,2.36,0.529,0.0
