,from_node,to_node,general_mean,general_var,distance,edge_tt,edge_var
0,0,1,9.068882275102972,7.901779654704816,43.86,5.301,2.247
1,2,3,7.082050299349956,2.8544669223856047,25.49,3.804,0.737
2,6,7,3.5477363259340438,0.0,3.01,0.848,0.0
3,8,9,4.303925893297729,0.84283374937636,20.95,5.089,1.078
4,12,13,4.3465894487730194,0.6494936214167459,126.31,30.059,29.031
5,14,15,12.734640831526114,1.7498904718086552,50.99,4.047,0.173
6,16,17,11.74341138643328,4.372853126585485,101.05,8.878,2.348
7,18,19,4.7175464850107005,0.1858542770367091,41.6,8.892,0.649
8,20,21,3.799345218324262,0.7887141930275056,3.7,1.027,0.052
9,38,39,5.272150326670149,4.676261256351814,9.08,2.012,0.499
10,42,43,7.420061706344976,0.5795835208152222,42.99,5.855,0.353
11,44,45,6.419894655687591,1.041471133446235,18.6,2.97,0.212
12,52,53,11.601283623716595,1.6940355555522257,32.59,2.845,0.099
13,58,59,4.382391999999999,0.0,2.46,0.561,0.0
14,74,75,4.875105050371285,0.0,3.02,0.619,0.0
15,76,77,5.330957210045508,0.2355548273321121,3.63,0.687,0.004
16,80,81,6.117333453302741,0.0,5.22,0.853,0.0
17,82,83,12.758816886212767,2.3581469239977837,48.69,3.871,0.211
18,90,91,2.0302616216012335,0.18330564846084704,177.86,91.5,341.291
19,94,95,3.4478177393220903,19.16531322758279,13.91,10.539,26.242
20,98,99,15.776017110979414,2.3829669159248663,128.51,8.224,0.635
21,100,101,7.704982532890272,1.8836592684390896,68.52,9.175,2.509
22,104,105,19.177144645605686,2.3580622859618052,22.63,1.188,0.009
23,106,107,16.02117170263858,2.2811500799816806,11.41,0.719,0.005
24,108,109,2.319189426297024,18.719199038903973,30.71,59.327,610.242
25,110,111,10.902170157509383,23.679609930275323,100.46,11.05,16.916
26,112,113,13.042336742390196,2.5699264049539416,62.66,4.877,0.349
27,114,115,3.965585906839276,29.953041754101182,40.52,29.68,198.861
28,116,117,12.776999575401353,1.5796772063091964,9.82,0.776,0.006
29,118,119,11.172610440421423,1.2101857223310237,19.0,1.717,0.028
30,120,121,8.723443321000236,9.642114831271792,21.47,2.773,0.768
31,122,123,12.496952212125036,4.090009021890567,58.42,4.797,0.572
32,124,125,12.822610161305409,2.122272553826611,31.48,2.487,0.078
33,126,127,12.782880931055633,2.197935889675779,54.49,4.32,0.244
34,130,131,4.2059643836824865,0.5218389411607841,183.52,44.92,56.162
35,134,135,4.40591278852489,0.20438979208510155,112.05,25.7,6.81
36,138,139,7.3452130603216075,0.8416826751845967,68.83,9.517,1.37
37,142,143,4.009609972957362,0.4780149191600723,36.62,9.405,2.48
38,144,145,12.361330306418584,2.570830156331867,144.65,11.899,2.304
39,146,147,12.762952024488545,0.8693058672626099,115.78,9.12,0.439
40,160,161,17.674628598759277,17.636001689112124,80.97,4.84,1.185
41,162,163,17.630296902447682,19.30640381925869,250.33,15.081,12.522
42,170,171,4.600782524906135,0.0,6.04,1.313,0.0
43,172,173,13.71147928475866,1.7772345169863375,90.82,6.686,0.415
