,from_node,to_node,edge_tt,edge_var,distance
0,14,15,4.222,0.301,50.99
1,16,17,8.389,0.369,101.05
2,42,43,5.0,0.0,42.99
3,44,45,3.0,0.0,18.6
4,94,95,16.5,40.5,13.91
5,98,99,8.067,0.781,128.51
6,104,105,1.222,0.194,22.63
7,108,109,16.158,193.474,30.71
8,110,111,9.375,8.268,100.46
9,112,113,5.0,0.286,62.66
10,114,115,24.231,299.859,40.52
11,118,119,1.154,0.141,19.0
12,120,121,3.071,0.225,21.47
13,122,123,7.0,11.692,58.42
14,124,125,2.643,0.247,31.48
15,126,127,4.643,0.555,54.49
16,154,155,3.0,0.0,17.94
17,160,161,4.5,0.571,80.97
18,162,163,14.0,0.0,250.33
19,176,177,9.0,0.0,71.63
20,194,195,5.0,0.0,38.67
21,196,197,2.0,0.0,9.98
22,200,201,7.778,1.444,159.67
23,202,203,11.5,0.5,77.67
24,206,207,12.5,113.667,56.26
25,224,225,6.0,0.0,36.69
26,226,227,17.0,0.0,90.42
27,228,229,4.0,0.0,21.62
28,230,231,2.0,0.0,6.4
29,232,233,7.0,3.0,30.91
30,260,261,33.0,0.0,28.02
31,264,265,7.308,195.731,6.31
32,266,267,2.0,0.0,4.23
33,332,333,12.344,13.975,133.91
34,338,339,52.0,0.0,268.44
35,346,347,5.0,0.0,35.57
36,360,361,3.0,0.0,41.81
37,362,363,2.0,0.0,21.87
38,400,401,20.0,0.0,87.72
39,402,403,13.0,0.0,170.52
40,404,405,21.0,0.0,281.09
41,406,407,31.0,0.0,416.58
42,408,409,15.0,0.0,182.01
43,432,433,9.0,0.0,124.22
44,462,463,25.0,0.0,106.27
45,486,487,8.0,0.0,33.14
46,494,495,3.333,1.333,54.03
47,496,497,2.0,0.0,48.35
48,498,499,6.333,0.333,126.35
49,502,503,5.333,0.333,60.86
50,570,571,20.667,16.333,95.94
51,592,593,7.571,0.847,157.69
52,596,597,3.0,0.0,43.68
53,628,629,7.286,0.571,85.11
54,630,631,1.375,0.268,10.81
55,634,635,39.0,0.0,196.59
56,638,639,121.0,98.0,689.29
57,644,645,24.0,0.0,114.83
58,656,657,19.5,0.5,102.28
59,658,659,19.0,2.0,105.41
60,660,661,3.333,0.333,17.58
61,666,667,7.067,1.21,110.74
62,670,671,35.0,0.0,153.97
63,726,727,53.5,0.5,252.87
64,728,729,18.75,4.25,85.98
65,736,737,30.0,0.0,156.67
66,738,739,6.125,1.268,99.76
67,740,741,1.6,0.3,25.29
68,742,743,5.0,5.5,39.07
69,748,749,22.0,106.182,186.97
70,750,751,5.25,0.205,62.58
71,810,811,7.0,0.0,28.87
72,818,819,6.0,0.0,28.87
73,824,825,8.0,0.0,34.94
74,826,827,7.0,0.0,28.87
