,from_node,to_node,veh_spec_mean,veh_spec_var,distance,edge_tt,edge_var
0,0,1,9.608327270137945,2.3830728418607974,43.86,4.683,0.538
1,4,5,3.9390799999999997,0.0,1.56,0.396,0.0
2,14,15,12.827638399790379,2.3511301539424707,50.99,4.032,0.226
3,16,17,11.597737780523902,0.9658823512121413,101.05,8.775,0.545
4,20,21,4.369983237321124,0.7812381500505614,3.7,0.881,0.029
5,24,25,4.726564753981442,0.423909408236815,3.21,0.692,0.009
6,28,29,5.565930666666667,0.07598264048533344,6.06,1.091,0.003
7,38,39,7.1003379354242355,0.0,9.08,1.279,0.0
8,42,43,7.6867948749037645,0.6482910419426299,42.99,5.654,0.343
9,44,45,6.547558734761313,0.5384308765470596,18.6,2.876,0.101
10,52,53,11.44928773919711,0.6814121036600117,32.59,2.861,0.042
11,54,55,5.583062594179371,0.27245594799737705,94.21,17.022,2.489
12,56,57,4.004199727747105,0.0,11.5,2.872,0.0
13,58,59,3.9944183888957796,2.1858410792833465,2.46,0.7,0.052
14,60,61,3.111764327572845,0.04512482594529955,2.47,0.797,0.003
15,64,65,4.362867398798383,0.0,3.26,0.747,0.0
16,66,67,6.274172888145328,0.0,94.31,15.031,0.0
17,78,79,4.140817504587378,0.11417140067373932,6.15,1.495,0.015
18,80,81,3.3307317017465827,0.904427224311693,5.22,1.695,0.2
19,82,83,12.698605390134842,2.7794801075157967,48.69,3.9,0.253
20,94,95,7.02246714848867,20.2676907328964,13.91,2.795,1.612
21,98,99,15.705467164956424,2.470387855282458,128.51,8.264,0.671
22,100,101,7.331866331326873,0.04708830930815472,68.52,9.354,0.077
23,102,103,7.0186210803167075,0.0,3.18,0.453,0.0
24,104,105,19.356497372813394,2.412662905853669,22.63,1.177,0.009
25,106,107,15.960540592540923,2.2785624313679147,11.41,0.721,0.005
26,108,109,4.4443042336667995,19.36730048032494,30.71,13.685,46.818
27,110,111,11.238082728056074,4.754258368083793,100.46,9.276,3.008
28,112,113,12.744473508404928,2.162855894630303,62.66,4.982,0.322
29,114,115,7.760129740616727,18.864225096428243,40.52,6.857,8.541
30,116,117,12.42314073507432,2.988244847631219,9.82,0.806,0.012
31,118,119,11.074492422848905,0.8819257588237073,19.0,1.728,0.021
32,120,121,8.657288450098813,2.196482428053667,21.47,2.553,0.18
